valve/test/section_00_source_test_anomaly_0000_pat_00.wav,pat,0
valve/test/section_00_source_test_anomaly_0001_pat_00.wav,pat,0
valve/test/section_00_source_test_anomaly_0002_pat_01.wav,pat,1
valve/test/section_00_source_test_anomaly_0003_pat_00.wav,pat,0
valve/test/section_00_source_test_anomaly_0004_pat_01.wav,pat,1
valve/test/section_00_source_test_anomaly_0005_pat_00.wav,pat,0
valve/test/section_00_source_test_anomaly_0006_pat_00.wav,pat,0
valve/test/section_00_source_test_anomaly_0007_pat_00.wav,pat,0
valve/test/section_00_source_test_anomaly_0008_pat_00.wav,pat,0
valve/test/section_00_source_test_anomaly_0009_pat_00.wav,pat,0
valve/test/section_00_source_test_anomaly_0010_pat_01.wav,pat,1
valve/test/section_00_source_test_anomaly_0011_pat_01.wav,pat,1
valve/test/section_00_source_test_anomaly_0012_pat_01.wav,pat,1
valve/test/section_00_source_test_anomaly_0013_pat_00.wav,pat,0
valve/test/section_00_source_test_anomaly_0014_pat_01.wav,pat,1
valve/test/section_00_source_test_anomaly_0015_pat_01.wav,pat,1
valve/test/section_00_source_test_anomaly_0016_pat_01.wav,pat,1
valve/test/section_00_source_test_anomaly_0017_pat_01.wav,pat,1
valve/test/section_00_source_test_anomaly_0018_pat_01.wav,pat,1
valve/test/section_00_source_test_anomaly_0019_pat_00.wav,pat,0
valve/test/section_00_source_test_anomaly_0020_pat_01.wav,pat,1
valve/test/section_00_source_test_anomaly_0021_pat_00.wav,pat,0
valve/test/section_00_source_test_anomaly_0022_pat_01.wav,pat,1
valve/test/section_00_source_test_anomaly_0023_pat_01.wav,pat,1
valve/test/section_00_source_test_anomaly_0024_pat_00.wav,pat,0
valve/test/section_00_source_test_anomaly_0025_pat_01.wav,pat,1
valve/test/section_00_source_test_anomaly_0026_pat_00.wav,pat,0
valve/test/section_00_source_test_anomaly_0027_pat_01.wav,pat,1
valve/test/section_00_source_test_anomaly_0028_pat_01.wav,pat,1
valve/test/section_00_source_test_anomaly_0029_pat_01.wav,pat,1
valve/test/section_00_source_test_anomaly_0030_pat_01.wav,pat,1
valve/test/section_00_source_test_anomaly_0031_pat_00.wav,pat,0
valve/test/section_00_source_test_anomaly_0032_pat_01.wav,pat,1
valve/test/section_00_source_test_anomaly_0033_pat_00.wav,pat,0
valve/test/section_00_source_test_anomaly_0034_pat_00.wav,pat,0
valve/test/section_00_source_test_anomaly_0035_pat_01.wav,pat,1
valve/test/section_00_source_test_anomaly_0036_pat_00.wav,pat,0
valve/test/section_00_source_test_anomaly_0037_pat_01.wav,pat,1
valve/test/section_00_source_test_anomaly_0038_pat_00.wav,pat,0
valve/test/section_00_source_test_anomaly_0039_pat_00.wav,pat,0
valve/test/section_00_source_test_anomaly_0040_pat_01.wav,pat,1
valve/test/section_00_source_test_anomaly_0041_pat_01.wav,pat,1
valve/test/section_00_source_test_anomaly_0042_pat_00.wav,pat,0
valve/test/section_00_source_test_anomaly_0043_pat_01.wav,pat,1
valve/test/section_00_source_test_anomaly_0044_pat_00.wav,pat,0
valve/test/section_00_source_test_anomaly_0045_pat_00.wav,pat,0
valve/test/section_00_source_test_anomaly_0046_pat_00.wav,pat,0
valve/test/section_00_source_test_anomaly_0047_pat_00.wav,pat,0
valve/test/section_00_source_test_anomaly_0048_pat_01.wav,pat,1
valve/test/section_00_source_test_anomaly_0049_pat_00.wav,pat,0
valve/test/section_00_source_test_normal_0000_pat_01.wav,pat,1
valve/test/section_00_source_test_normal_0001_pat_00.wav,pat,0
valve/test/section_00_source_test_normal_0002_pat_00.wav,pat,0
